Tweet ID,Text,label
1245035261030838272, fucking chinesevirus,2
1238017385761656832,fuck china WuhanVirus COVID2019 coronavirus COVID19 WuhanCoronavirusOutbreak WuhanPneumonia StandUp4HumanRights HongKongers Korea US Germany HongKong Japan UK Italy Iran,2
1241506262216593409,Watch this and not cry...wtf America. Seriously W T F CoronavirusPandemic COVID19 AsianAmericans RacismIsAVirus ,1
1245443836777648128,This is the truth ChinaLiedPeopleDied,0
1246160110327451648,"We were told by Doctor buddy ours January 24 when asked about Wuhan Virus.. ""Prepare for the worst"" ...and we closed our ad agency on Monday - February 17 and sent everyone home. China covered this whole Damn thing up and the Fascists in Beijing are Pure Damn Evil! ",2
1245414160978059265, Fuck china. ChinaVirus,2
1244154521007382533," Keep eating bats, and rats, and dogs, and cats and tell us what a civilized country you come from. China owns this pandemic and the entire works knows it! STFU KungFlu FU  ",2
1246708748187508737,"""Passengers on coronavirus-stricken cruise ships disembark in Florida, head for hospitals, airports"" ",0
1230562435406262274, “DearPres.TRUMP You did a great job;it will take years4people 2 understand how much you love America;the world Patriots. This is certainly the right way2fight terrorists.The people of Iran appreciate you4killing Soleimani.” CORONAVIRUS ,0
1243686788566261760," Yes, but China knew where the outbreak started and quaranetened a whole ass city, and rapidly built… ",1
1230303021361455105,I am hearing about some woman who refused to get tested and that she was the one who spread it? Fuck her.,0
1244895530720710656,Some Chinese are horrible as fuck! ChinaLiedPeopleDie BoycottChina WuhanVirus,2
1248843547588956161, The CCP at it again. RacismIsAVirus CCPVirus,0
1233478805089660938,"What the hell does she know about pandemics and public health???? Incompetence reigns in trumplandia. It is all about cronies, lackeys and sycophants.",0
1230576964039110656, You are a poor ghost from: Kenya. Niggas: You took the Chinese government and got blood. And the virus: $ 20 million: you will be condemned. God will repay you. The sky will: Thunder hack your black dog!,2
1233076366595231749,Check out this news! coronavirus COVID_19 COVID19 COVIDー19 Wuhan coronaviruschina WuhanCoronavirus ChinaVirus ;share and RT! ,0
1231556600806006784,Yo 14 americans came back from Japan with coronavirus and now coronavirus has evolved to be untraceable. We are actually dead. China fucking killed everyone. Ggs,2
1233029080188178432,Fuck you ya commies,2
1232904856706387974,"W.H.O. : There is coronavirus in your country. Britain: And? .. what is for tea ? America: ""OMFG! AAAAAAAAAHHHHHHH! We are all going to die I do not want to die it is the arabs and the Chinese oh my god save us President Trump and baby Jesus WE'RE ALL GOING TO DIE!"" ",0
1233929223057952768,COVID19 so this all started cuz some chinks want bat soup ,2
1247987218104418307,"Discrimination is not okay no matter what the cause. With tensions high from COVID19, many Asian Americans are taking to social media with campaigns like WashTheHate, RacismIsAVirus, and IAmNotCOVID19 to empower communities and fight back. ",1
1235919939992793089,China Should Have Warned They Were Firing Lasers at US Aircraft Too! They Are Not Rivals. They Are Enemies! $aapl $amzn $agn $brk $ba $bhc $crm $cmg $f $ge $gm $ko $ibm $pep $tst $iep $wfc $ms $gs $jpm $bac $c $sbux $cpe $googl $cat $nwl $wynn $qsr $shak $mcd $msft $nflx ,0
1235726240142614528,coronavirus is not xenophobic or racist and will get you no matter what. it does not give you a reason to be any of those things. this is a pandemic that can and will affect everyone. stop. targeting. asians.,0
1250702028227084288,Coronavirus Live Update in Pakistan 2020 Coronavirus Live Updates in Pakistan: Covid-19 is a disease caused by SARS-CoV2 virus. And start spreading in December 2019 from Wuhan in China. Covid-19 is named by World Health Organization as its acronym based on Coronavirus disea… ,0
1241856243389665281,What?! Americans have to go to work wearing a mask after being in contact with someone with covid 19?! Outrageous,0
1232134892395409410, CORONAVIRUS UPDATE: MUST WATCH VIDEO: BIGGEST WARNING OF YOUR LIFETIME!THERE ISN’T MUCH TIME LEFT! coronavirus COVID19 Coronavirius COVID coronavirususa CoronavirusCoverup virus viral ChinaVirusSesungguhnya Chine whotwi ,0
1244305480756969472," Wuhan Flu, WuFlu, KungFlu, Chinese Virus, whatever. You can bet your ass if it originated in NYC or Philly or Chicago the city would be part of the name.",0
1232259093131337728,GOVERNAMENT CHINESEEEE IS A PROBLEM FUCK ALL coranavirusitalia China ChinaVirus coronavirus IS NOT ITALY PROBLEM ,2
1238550122964885506, Our amazing POTUS will beat this WuhanVirus and then punish CHINA for unleashing this… ,0
1232422497112510464, kinda fucked up the egg had coronavirus,0
1244909504581402624, You have got to be Faruqin kidding me? Mehreen is she serious? You expect Aus taxpayers to fund international students!? really are retarded. auspol ChineseVirus coronavirus,0
1229659140160708609,"HP ZBook 15v G5 Intel Core i5 8th Gen with 8 CPUs 8GB RAM 1TB Storage 4GB nVidia Quadro P600 (GDDR5) Kes.83,000/-… ",0
1239415958994694146,9. The Chinese government says it is a bioweapon. They are just claiming that the U.S. released it. They are treati… ,0
1246435376778149888," Say to China:not to eat animals/not to kill animals Eating animals,animal“products” make sick/die:corona virus God sees everything.Coronavirus because people/are cruel to animal FORBID EATING ANIMALS FORBID CRUELTY TO ANIMALS FORBID KILLING ANIMALS URGENT ",0
1222222855972311040,Was the coronavirus planted in China by US operatives? ,0
1245036209593868294,If you let the ChineseVirus establish a Critical Mass in a High Density Area... the benefits of Seasonal Change in SLOWING the Spread will be diminished Be Aggressive Early Slow the Spread Buy Time Your area does NOT need to be NYC (they Fucked up big time) ,0
1230313284437409792,Ayeeee! Get ready! LayNewCharitySong ,0
1233637273620471808, Your country ruins the world. Heard of corona virus. Hope it is wipes out u shit cunts,2
1244234722689142790,Chinese virus then defective masks fuck china,2
1242723377774653440, world (specially india) never forgive chinese people because chinese governance playing a dirty ga… ,0
1249375808197623809, Many Thais support anti-China and Taiwan HongKong independence. And called the virus Chinese virus. It is so fucking funny. In Europe and America this is called the Asian virus.,0
1232282471217192960, RushLimbaugh should fly his fat ass to Wuhan and hangout for 48 hours. If Coronavirus is “just the common cold”. Bet his chicken ass he will not. Spreading disinformation like this is the Russian thing to do. Do not be fooled. GOPBetrayedAmerica GOPCoverup Coronavirius,0
1237897676357697536,Hey China thanks for literally fucking up the planet with your constant pandemics. COVID19 THANKSCHINA,2
1247593587602329600,"Pls retweet: writes Asian Americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% PA is, 10% nurses in the US are Asian. Yet they face the rise in Violence and Hate against Asians. becool2asians frontlineworkers COVID19 ",1
1249028927026352130, Racism in China is the Covid-19 help you are giving out? IamNotAVirus ,1
1235337135470895107,This has gone too much too far and too disgusting! Fk you for being so racist to Asian.,0
1232416225378041857,"The coronavirus started in a BILL GATES COMPANY lab in China, then purposely leaked out to kill Now how did it get into other countries? ALL NATIONS OF THE WORLD WORSHIP THE BEAST! So they all have the same plan to kill billions in depopulation Including the USA ",0
1237928944826908673, These two just can not get anymore ignorant!!!!!!! Fredo and little whiny bitch!!! WuhanVirus,0
1232182213527076865," The question is, if one infected person or dog has their literal shit / excrement end up in that lake, how many PPM of Coronavirus does it take to get someone infected? If it is a bioweapon, maybe only 1 virus. 1 super spreader could doom 5M ppl, theoretically.",0
1245722072887803904,I keep hearing/reading about Asians being verbally and even physically attacked. All I have to say is this: RacismIsAVirus,1
1238373939702792193,Best tweet of the year,0
1246125547962470404,The hypocrisy of the left calling people racists over the name Chinese Virus. But literally teach in schools how the WHITE MAN brought disease. ,0
1245002984238407687, Fuck all fake rubbish 76 ass hole hk fucking popo wish all they can get corona wuhan virus asap and die immediately,2
1240651898484596738," There is no such thing as a “Chinese virus”, bet you would be shocked to learn Spanish flu did not start in Spain",0
1243316826425221120,Yang said organizations such as the and the have issued statements condemning anti-Asian racism in the wake of the coronavirus pandemic. StopAAPIHate ,1
1244426009551802371, If they would have put half the effort into the Chinese virus they did on the disgusting impeachment shit who knows what could have been accomplished already!,0
1232396889355640832,VIDEOS: China Turns to Robots in Coronavirus Control - COVID2019 COVIDー19 Coronavirus Virus China Chinese WuhanVirus Wuhan Coronavirius 7UMMIT Disease Health 7UMMIT Robots TechNews AI Tech ,0
1243387874021527553,"Valerie Chow was mobilizing her tv production co, Thirsty Tiger to launch becool2asians + combat anti-Asian COVID-19 hate when she was attacked for being Asian. She is now channeling fear + anger into producing positive messaging about the Coronavirus. Stay tuned for our videos! ",1
1230619136641916930,I want you to handcuff me and fuck me properly. Irvine nudemodel coronavirus ,0
1240612147626782721,Quick calling it a Chinese Virus. This has the potential to cause people to wrongfully discriminate on people of As… ,0
1245072394919829505," This is so fucking dumb, this virus has caused unnecessary hate towards the Chinese race as a whole. Not every single person who is Chinese has the virus, when will people learn smh It comes off as very ignorant",1
1245089203081424896," Although it does not sound right to say “Chinese virus”, the origin of the Virus is animal (days, cats,bats,rats,snakes,etc) meat market in Wuhan.The virus transferred from animal to human, and then,from human to human. Thus,Chinese people should change their eating habits.",0
1244434146346188802,STOP CALLING COVID-19 THE “CHINESE VIRUS” THE FUCKS WRONG WIT YA,1
1224289594780286976,Outbreaks of xenophobia in west as coronavirus spreads | The Guardian IamNotAVirus IamNotEvenChinese ,1
1245079952183177219,Speak up against the anti-Asian racism hate by signing this statement. Your voice matters. iamnotavirus ,1
1244614381469663232, Fuck chinese editors! ChineseVirus COVID19 coronavirus,2
1230354138329997312,I AGREE WITH THE CORONAVIRUS MORE THAN LIKELY IS MAN MADE WOULD PROTECT THEIR FRIENDS CHINA ; THEY HATE PRESIDENT TRUMP ; AMERICA. CHINA HAS BEEN STEALING OUR TECHNOLOGY ; WOULD DO ANYTHING IN THEIR POWERS TO DESTROY AMERICA ,2
1240505396965638144,Keep pressing him. Bigotry ChineseVirus IamNotAVirus ,1
1248291619293425665, Most are business men that went to buy goods from Guangzhou china RacismIsAVirus,0
1243586181645959171,Thanks ; for addressing this! WashTheHate HateIsAVirus CrimesAgainstAsians ,1
1226942099582570500, It is a shame just to think about it. What a bullshit! Obviously a chinese virus.,0
1230828275473272834,Have a read: statement maps how coronavirus COVID19 epidemic has been racialised particularly in UK contexts ; sets out some proposals for how to unracialise. antiChineseracism IamNotAVirus,1
1232989734235852800," The “decoupling” from China is a fucking disaster, chief, and Why do think 2018 was the worst year for the stock market since the start of the last recession? The coronavirus has just made the shit sandwich that that deranged bankruptcy expert got us into worse",0
1230437310182850560,"WHO confirms over 2,000 coronavirus fatalities as two quarantined cruise ship passengers die ",0
1238094766610546689,China sucks dick and so does 90% of other countries in the world. Call me xenophobic ,2
1245984716290805763," okay well maybe in the next two months, it will kill more than the flu. But for now, I am sad to report to you, the flu has killed more. I know you are instructed to only care about the chinese virus deaths but OK.",0
1246067351256068100," What is the problem? You hate Chinese bcz you think that this virus only because of them? I am sorry, but are you blind ?? All people know that this virus is a political war. And government tries to distract people to do their thing. THEY KILL PPL, NOT ONLY CHINESE!!!",1
1245036409355997185, Keep proving me right So you now fully accept cHinEsE vIruS is racist? But you think it is OK because SOME Asians are anti black? You keep exposing your desperate deluded brain,1
1230489380969566211, “DearPres.TRUMP You did a great job;it will take years4people 2 understand how much you  America;the world Patriots. This is certainly the right way2fight terrorists.The people of Iran appreciate you4killing Soleimani.” CORONAVIRUS ,0
1242933361913536513,"The People is Collective for Justice and Liberation presents a Townhall on Anti-Asian Racism: Race, Struggle and Solidarity in the Time of A Global Pandemic Sat 3/28 from 3-5pm PST/6-8pm EST RSVP Here: Coronavirus COVIDー19 RacismIsAVirus",1
1242065438969864195,If only Piers Morgan had used his powers for good not evil before,2
1237596625876312064,"16 countries shut down schools NATIONWIDE. AMERICA? We have a fucking severely mentally ill idiot, who DOES NOT CARE AT ALL ABOUT ANY AMERICANS including his own family. He was off GOLFING YET AGAIN while every OTHER COUNTRY TAKING ACTIONS TO GET A GRIP ON CORONAVIRUS CRISIS.",0
1245436433965277184, I am not talking about the church closing I am talking about blaming the Chinese government for the plague like yeah their actions and shit was questionable but did they create the virus?,0
1239919304130387969,The President of the US calling COVID-19 the ‘Chinese virus’. Why does that not even surprise me at this point ,2
1245351953355493379,I watched two episodes of Tiger King and I honestly do not get the hype. It is 2020!! There is much crazier shit going on than this and the Chinese Virus is not one of them.,0
1233136273742655489," This issue has to be addressed now, if there is to be any hope of containing the spread and the si… ",0
1244614319934967809, Fuck chinese editors! ChineseVirus COVID19 coronavirus,2
1243318352933564416," Second anti-Chinese article today, what do you want? Is your press owned by Donald Trump? Are you provoking a race war or would you prefer everyone is united and fight against COVID19 and recover the economy asap racism RacismIsAVirus ",1
1225858274731397121,IAmNotAVirus: The internet is fighting rising anti-Chinese sentiment over the coronavirus outbreak. ,1
1240349128028274694, Calling it the China virus is a deliberate attempt to shift blame from a country is own government t… ,0
1246190880639385606,"People have got to STOP calling this the Chinese Virus! It is racist as hell ; gets people of Asian decent who were born in America beat up ; killed! Shows that is a RACIST THUG! He “says” he does, but how do we know! Charges Secret Service Double @ his Hotels!",1
1231391009961103360,Check this guy out living in Wuhan. His info coupled with other shit I have found makes me truly believe that the Coronavirus is not only a bio weapon but the death toll is at least 50k. Pretty scary shit,0
1230388499792220163,To all the Xbots that could not control your fanboyism over the Coronavirus I thank you. Now when I thrash shit games Microsoft makes I have receipts of who is truly toxic if you get triggered over it. I appreciate you all. ,0
1246150567015124992,"The ChinaVirus morphing into just another form of racial socialism. In a diverse society, whitey always must pay!",0
1241063845587603458, RacismIsAVirus Asian Americans and in general Asians around the world are being attacked because of this!,1
1230288781649031169,"I hope nobody actually needs to be told this, but: odds of someone catching the coronavirus from American/Canadian Chinese restaurants are about as slim as catching it from literally anyone else here. The idea that people should avoid them is not only unfair but fucking asinine.",1
1230338380266758144, Steve Sisolak is a FUCKING ASSHOLE!!! He has ignored this WheelchairUser FOR A YEAR ; he protects coronavirus NVDHHS Director THIEF RichardWhitley!!! I NEED HEAT/FOOD!!! NVCaucus GoFundMe/Video: UNREAD Sisolak Email:,0
1246556275355406338," The reason Pelosi said “come to Chinatown” is because racist trump was calling it the Chinese virus and his stupid followers were blaming Chinese Americans. BTW, Trump is xenophobic.",1
1245384161994686464," No, calling it the Chinese Corona Virus is not racist. Historically speaking, diseases of this magnitude are named after the country or region they originate from. Also, whats wrong about holding the country accountable for their lack of food and animal regulation since its been",2
1246310707718569984,....thighs.... *drooling chink emoji*,0
1232418907887149057,Oh fuck. Y’all should have kept that shit right tf in China.,2
1242254603934150656, Yes we have the facts. Racist assholes call it the Chinese Wuhan Virus. RacismIsAVirus,1
1232251751035756548,I want some chinamen hella bad I wish this coronavirus shit would die down a little  damn,0
1230576894044758017,Oh shit Two Diamond Princess cruise passengers die from coronavirus ,0
1230641311226748928,Will Coronavirus throw the US into a recession? The virus is creating great uncertainty and is disrupting supply chains in Asia. Trump proposes 16% cut to CDC as number of Coronavirus deaths rise. Do not be fooled by 45 is lies. 45sFakeEconomy wtp2020 wtp218 ,0
1245674642611855364,Dude fuck the Chinese man fuck em and if you think what I am saying is wrong or rude you are the problem,2
1230428094684704768,HOE DAN? Wuhan 400: Novel predicted coronavirus 40 years ago. ,0
1247741825101807617,Here is to the heath care workers facing racism as they save people. WashTheHate AsianAmerican ,1
1245474455519989765, ENOUGH ABOUT YOUR GREAT RELATIONSHIP w/ the Chinese communist dictator! That THUG is our ENEMY! It is long past time to cut ties w/ China ; to quit kissing their ass! You have even quit calling it the China/Wuhan virus! The ussr was an evil empire so is China,2
1230596654484508672,"Just a reminder: if you are upset that a movie in which you have based all of your personal hopes and fears upon is not doing so well, or is doing too well, you are the reason the coronavirus exists. Get a fucking grip, already, it is just a fucking movie.",0
1230321735012147203,BREAKING: Military in Iran preparing to quratine Qom after two people suddenly died of coronavirus today. Highways are being shut down. (DEVELOPING STORY) ,0
1248379368981671945,"Are you NUTS, sadly of course there have been",0
1230292706414530560,The Gray Plague: What The Fuck Is Going On In Qom? CoronaVirus WuFlu ,0
1244642467896410114, This is freakin' nuts! Personally sue the racist gov if anyone in your family dies and was blocked this medicine by him. This is criminal and gross negligence. He is probably pissed Trump called it the China-Virus which it is.. not a race but a country. Sisolak is wife is Chinese.,0
1245519906239635457," He is not the most dominant, that would be based on stats and championships u spasticwhy tf would I care about some ugly chink on a shite game",0
1241030170229846021,"Just turned the TV off. If he is going to keep calling it the Chinese virus, I am not going to listen. RacismIsAVirus Covid_19",1
1233173703900397569,"IF THIS GOES ANY FURTHER, WITH CORONA VIRUS; THIS BAD! I'D EXPELL EVERY DANG CHINAMAN, EVERY CHINESE BUSINESS OUT OF OUR COUNTRY! WHAT A BUNCH OF BULL-SHIT! GOVT TOO DAMN SLOW!",2
1230636458656092168,jesus fucking christ can someone explain to me how the State Department and some random Trump appointee (all these fucking people should be named) overruled the CDC??? ,0
1240397882198548484," Why did CNN first call this the ""Chinese Virus""? You are racist to think that way!!!!",0
1241484767826149377,"From - how racism has been at an uptick following usage of terms like ""Chinese virus"". IAmNotAVirus ",1
1244241826971697153, Mentel banget chink,0
1247815599058796544,"Pls retweet: writes Asian Americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% PA is, 10% nurses in the US are Asian. Yet they face the rise in Violence and Hate against Asians. becool2asians frontlineworkers COVID19 ",1
1250910666275209216," Chinatown is NOT China you racist mo-fos! Chinese Americans are no more prone to having or spreading covid-19 than any other American, yet because of racists like you they are more prone to being victims of hate crimes!",0
1246565952420003844,Also! I am sorry about my sudden hiatus the past few weeks! Things have been very stressful here due to Covid-19 Everyone stay safe,0
1240630926184308737,It comes from the CCP who made the very contagious deadly biochemical weapon virus. The CCP has enslaved China and… ,0
1245404414820614144,Imagine that. Playing a doctor ruined his ratings. Per shame per sham ,0
1246306339640377345,"China let this loose on the world they should pay dearly. Bring our damn supply home back to America and Mexico. We should not be trading with communist China. They are not our friends and never will be. Buy America, look at all the labels. Say no to China.",2
1230072523485663232,No more fake news.  ChinaLies CCP Chinazi BoycottChina WuhanCoronavirusOutbreak AnywherebutChina. ,0
1232830437321531392,Hey Asshole. Did u see Trumps Presser on Coronavirus? 15 Cases in All of the U.S.. Did you Hear the HEAD OF CDC speak? Vaccine being developed. Coronavirus cases n China Dropping. Okay now that Iu know the Truth stick your head back up Chuck Schumer is lying Ass.,0
1230592374486831104,how the fuck does this happen arrest every single one of these people and arrest whoever allowed it to happen ,0
1218419830874935296,China reports new Wuhan virus cases ahead of key holiday ,0
1232343696693174272,"Fuck China scums of the Earth disgusting pieces of shit learn how to not kill off your whole population of pigs, chickens, and humans. coronavirus wuhanflu ccp africaswine pigs chickenflu nasty nasty China  clean your fucking country.",2
1245451152826777607," The irony is U CAN blame the racist morons 4 listening to 1 racist moron who called it a Chinese flu, instead of what it really is, an indiscriminate virus that will kill anyone in it is path. It does not matter where it started. INNOCENT PPL ARE NOT TO BLAME! Stay home! Be safe!",1
1227473285350383616,Freedom and democracy lit a shit bag on Hong Kong is doorstep and just rang communism is doorbell in China StandwithHK,0
1233061692856246274,And Trump said they got this under control and the number of cases is decreasing in China. Why are not the Chinese government letting us know for themselves and letting investigations happen when other countries are trying to figure it out. Lying through your fucking teeth smfh.,0
1233628481973407747,It is worrying that the Corona Virus disease is now global Infections in over 59 countries While the countries in white are not reporting any infections. More likely that they are not having the process or infrastructure for testing the infection ,0
1233098166142029824,"You dumb ass commies have made yourselves look like total idiots by blaming everything and nothing on President Trump. have you ever heard of "" the boy who cried wolf"".",0
1244638766104379393,How the hell does Spain end up surpassing China in total number of cases?,0
1245927272361549825," They want to promote their cure as ""Chinese solution"" then why not we call it as ""Chinese virus"" as they did spread it. ",0
1245681608688111628,"Very sad , please take this shit Seriously ChinaVirus ",0
1230754817938616320,Vietnam and China have reopened Tan Thanh border crossing in Lang Son for small-scale trade. Those are trucks carrying Vietnamese dragon fruits waiting to cross the border today. Border crossings between the two countries have been shut fir weeks because of coronavirus ,0
1246431013301112832,Self-Care Tips For Asian Americans Dealing With Racism Amid Coronavirus RacismIsAVirus ,1
1244991209455652866,using an illness for your hatred agenga ai not cute,0
1245537694291124224, what are you saying...china is trying to spread propaganda that the US started this virus and that it kicked out Chinese journalists to hide the truth about American infections when it americans were kicked out first. go to china. no one wants a fucking communist sympathizer here,2
1238105210192637955,"Dear Universe, May coronavirus save humanity by turning us toward one another. May CoronavirusPandemic remind us that borders between nations cannot quell radical human love in response to deep need. Thanks China for teaching us how to be in embodiedsolidarity with humanity",1
1247280663289409536,i really cannot go out at all as an asian that is crazy fr gettin jumped for no reason RacismIsAVirus ,1
1230497938159407104,"Half of 70 medical professionals at 21st Century Hospital in Gwangju, SouthKorea, where 2 WuhanVirus patients were discovered, were not tested for the coronavirus, but the MoonJaein govt announced they tested negative anyway. ",0
1232403973522542598,Holy shit. The countdown is on for Justin Trudeau covid19 coronavirus wuflu cdnpoli ,0
1245173373748924416, Shut up and dont start the pussy PC crap its the Chinese virus ! Viruses have always started. In their idiotic wet markets eating dogs cats bats all manner of domestic animals ! SO SHUT UP !,2
1247721203474800641,. is washing his hands to end anti-Asian bigotry with WashtheHate. ,1
1230589166594949120,Me watching all the coronavirus shit after saying we need a new plague for years ,0
1245346424432111618, It is called the “Chinese Syndrome” —chink man. ,2
1247276454565621762,AsianAmericans do not have to prove their Americanness to anyone via racismisavirus,1
1250778545196056576,"Calling all Radical Counsellors ; Psychotherapist is  We are meeting on 26th April, 11-1 to reflect, learn and respond to COVID-19 in Intersectional, AntiOppressive, therapeutic ; practical ways. Please join ; share. ",0
1222703699811807232,sickening how y'all are using this corona virus outbreak as an excuse to be racist to asians,0
1234637554760028160,"that fucken corona virus is now in italy, france, germany, austria, iran, australia and the US, but newspapers and other media outlets still keep showing asian faces with masks  IamNotAVirus COVID19 ",1
1246550176375787520,"I am old enough to remember sikh getting assaulted and murdered because muslims flew planes into WTC. And you are friends with people calling it the ""chink virus."" Do you think hate knows the difference between gooks?",1
1244785273432674304,A friend of my family just died within 3 days of being in the ICU after testing positive for COVID-19. Please y’all...stay the fuck inside.,0
1237980937914322944,Ca not have a confirmed case if you do not have testing kits ,0
1232173959791005697,"“After experimenting on animals, if they are not dead, they will take the rats and bats and snakes to a local meat market, and sell them for extra money. This could be how the virus got into humans.” - A doctor, on TV, just said this. What the fuck? coronavirus ChinaVirus",0
1230610237821841410," Lip service again from marketing, you do not give a shit about Australia, only your corrupt government, coronavirus can now take upto 94 days to incubate I have read",0
1244110316201484288,WashTheHate Aims to Uplift the Asian Community and Combat Racism During Coro...,1
1241555230963032065,"Sadly racism against Asians now in light of COVID19 is not limited to US. UK, Australia ; more. via wecandobetter WashTheHate",1
1243663202526867458,WashTheHate Aims to Uplift the Asian Community and Combat Racism During Coronavirus Pandemic ,1
1244471456031014913, Go suck Chinese Dick. Chinese virus,2
1232985143326859265,"I was chatting with my partners mum, who is a midwife, completely perplexed as to where to put a prospective Coronavirus patient, with no quarantined section in the hospital. China built a hospital in 6 days. In conclusion, WHERE THE FUCK is Nick Knowles when you need him.",0
1233045686381400064,China is Coronavirus cases surge to 400 in Italy FreeTibet FreeHK CCP COVID19 XiVirus ChinaVirus CoronaRevolution FreePress KarmaVirus,0
1246517287085113345,Steve Bannon is New Movie: 'Claws Of The Red Dragon' - Official Trailer CCP CCPvirus XiJingping espionage China Huawei ,0
1233002713614606338,"WHEN I WAS TOLD THERE WOULD BE BIOWEAPONS, I WAS HOPING FOR FUCKING ZOMBIES AND MUTANTS NOT GOD DAMN FLU BASED HEART ATTACKS!",0
1232937510440853504,coronavirus really said fuck you teah you are not going to japan anymore no more fucking tokyo banana for you fucking chink,2
1244244597406085121," Fuck off, Commie ChinaLiedPeopleDied FucktheCCP",2
1244415644428152833, ‘Congratulations’? Is that another stab at clever snark? Trump created the shit culture. Every weakling who runs around calling Covid-19 the ‘Chinese Virus’ because they think it makes them sound like anything other than a poser patriot fuels the environment created by the GOP.,1
1235184741927788547, Is there any way to verify that the Chinese did not execute a bunch of political prisoners and blame… ,0
1232159419321860097," Coronavirus has collapsed our markets. What better way to get back at the US Markets?! Coronavirus that came from Wuhan China. These governments dont give a shit about us, collateral damage- Wake up",0
1237234477866397696,"Bounty Quick-Size Paper Towels, White, Family Rolls (143 Sheets per Roll), 16 Rolls ad coronavirus corona virus CoronavirusOutbreak COVID2019 wuhanvirus CoronavirusUSA pandemic SARSCoV2 china wuhan flu CoronaOutbreak COVID19",0
1230281549209194496,"Individual stories, especially from people within marginalized and vulnerable populations, are often lost in outbreaks. I encourage a listen: Three queer stories in the Time of Coronavirus",0
1232865556656771072,You people are fear-mongering pieces of shit. As if your commie global warming 'We'Re aLL GoNnA DiE iN 12 YeArS' was not enough. Shame on you monsters. All of you.,0
1230541564998406144,Why the fuck talking about coronavirus is a sensitive topic? WuhanVirus WuhanCoronavirusOutbreak,0
